LIMIT_BAL,EDUCATION,SEX_MAR,AgeBin,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Closeness_1,Closeness_2,Closeness_3,Closeness_4,Closeness_5,Closeness_6,diff,default
180000,1,4,3,-2,-2,-2,-2,-2,-2,0,0,0,5436,100,9330,0,0,5436,100,9330,0,180000,180000,180000,174564,179900,170670,0,0
50000,3,2,4,-1,-1,-1,-1,-1,-1,48946,98823,50031,20413,18336,18405,2047,3167,682,662,1000,1000,1054,-48823,-31,29587,31664,31595,246396,0
80000,3,2,2,-1,-1,-1,-1,-1,-2,330,0,330,330,0,0,0,660,0,0,0,0,79670,80000,79670,79670,80000,80000,330,0
50000,2,4,1,2,2,2,3,2,2,31805,32988,34935,34076,34685,33976,2000,2800,0,1300,0,3700,18195,17012,15065,15924,15315,16024,192665,1
270000,3,2,2,-1,-1,-2,-2,-1,-1,3842,3934,0,0,3353,764,3934,0,0,3353,764,35532,266158,266066,270000,270000,266647,269236,-31690,0
100000,2,4,1,-1,-1,-1,-1,-1,-1,694,650,687,620,0,627,656,687,620,0,627,3620,99306,99350,99313,99380,100000,99373,-2932,1
170000,2,4,2,-1,-1,-1,-1,-1,-1,151050,148362,142223,126060,123978,120689,6000,5012,5000,5000,5000,5000,18950,21638,27777,43940,46022,49311,781350,0
30000,1,1,2,-1,-1,-1,-1,-1,-1,10024,12855,14634,16378,16961,19669,3000,2000,2000,1000,3000,1000,19976,17145,15366,13622,13039,10331,78521,0
230000,2,4,2,-1,-1,-1,-1,-1,-1,104364,106549,108719,111039,113365,115625,3867,3941,4123,4267,4300,4084,125636,123451,121281,118961,116635,114375,635079,0
200000,1,2,2,-1,-1,-1,-1,-1,-1,7448,5471,4506,10067,9273,2931,5473,4506,10137,9521,2931,10381,192552,194529,195494,189933,190727,197069,-3253,0
130000,1,2,2,-1,-1,-1,-1,-2,-2,127790,128272,6230,0,0,0,6000,1400,0,0,0,0,2210,1728,123770,130000,130000,130000,254892,1
30000,2,1,5,-1,-1,-1,-2,-2,-2,11188,2990,0,0,0,0,1000,0,0,0,0,0,18812,27010,30000,30000,30000,30000,13178,0
140000,2,2,1,-1,-1,-1,-1,-1,-1,41547,40925,36775,35877,34812,33899,2000,1800,1300,1400,1400,1000,98453,99075,103225,104123,105188,106101,214935,0
490000,1,1,3,-1,-1,-1,-1,-1,-1,25916,14187,56573,81414,62063,14122,14187,56717,81414,62063,14122,25417,464084,475813,433427,408586,427937,475878,355,0
160000,2,2,2,-1,-1,-1,-1,-1,-1,2720,1280,5850,150,1240,0,1280,5850,0,1240,0,0,157280,158720,154150,159850,158760,160000,2870,0
180000,2,1,3,-1,-1,-1,-1,-1,-1,27884,28958,29864,30632,31274,32144,1526,1432,1200,1072,1326,704,152116,151042,150136,149368,148726,147856,173496,1
260000,2,2,2,-1,-1,-1,-1,-1,-1,243742,237204,238314,219634,186841,189010,8017,8117,14044,5410,5855,5254,16258,22796,21686,40366,73159,70990,1268048,0
80000,2,4,1,-1,-1,-1,-1,-1,-1,73684,68883,45257,45981,46032,46192,2896,1722,1619,1665,1700,1833,6316,11117,34743,34019,33968,33808,314594,1
360000,1,4,1,-1,-1,-1,-1,-1,-1,357,3050,9118,19183,36842,10621,3050,9118,11000,30000,428,3166,359643,356950,350882,340817,323158,349379,22409,1
20000,1,4,1,-1,-1,-1,-1,-1,-2,2650,0,855,640,0,0,0,855,640,0,0,2742,17350,20000,19145,19360,20000,20000,-92,0
20000,1,2,1,-1,-1,-1,-2,-2,-2,19849,20650,0,0,0,0,1650,0,0,0,0,0,151,-650,20000,20000,20000,20000,38849,0
80000,3,2,1,-1,-1,-1,-1,-1,-1,75903,34137,32390,32651,32170,31493,2014,1705,2000,2000,3000,3000,4097,45863,47610,47349,47830,48507,225025,0
500000,1,2,2,-1,-1,-1,-1,-1,-1,18290,25287,24385,18168,4469,27796,25287,1037,363,89,27796,8000,481710,474713,475615,481832,495531,472204,55823,0
160000,1,1,4,-1,-1,-1,-1,-1,-1,152162,154715,155026,79051,81089,-311,6500,4270,2518,2994,0,0,7838,5285,4974,80949,78911,160311,605450,0
20000,1,4,1,-1,-1,-1,-1,-1,-1,12404,13694,14768,15518,16265,16706,1500,1300,1000,1000,711,1000,7596,6306,5232,4482,3735,3294,82844,0
330000,1,2,2,-1,-1,-1,-1,-1,-1,399,26,519,452,457,0,26,707,452,457,0,0,329601,329974,329481,329548,329543,330000,211,0
80000,1,4,1,-1,-1,2,2,2,2,38174,40550,41577,41595,43264,43402,3000,2000,1000,2500,1000,2000,41826,39450,38423,38405,36736,36598,237062,1
220000,2,1,3,2,-1,-1,-1,-1,-1,206473,208464,175407,175170,174726,175057,8027,6218,6220,6316,6504,6504,13527,11536,44593,44830,45274,44943,1075508,0
230000,2,4,1,-1,-1,2,2,2,2,185399,198941,201358,204067,200720,212403,18150,7200,7500,0,15079,8000,44601,31059,28642,25933,29280,17597,1146959,0
90000,2,4,1,-1,-1,-1,-1,-1,-1,81694,78656,78054,78116,75483,72821,3609,5000,4000,3315,7539,5000,8306,11344,11946,11884,14517,17179,436361,0
300000,3,1,5,-1,-1,-2,-1,2,2,274750,0,0,411,261,8561,0,0,411,0,8300,0,25250,300000,300000,299589,299739,291439,275272,1
30000,2,2,3,-1,-1,-1,-1,-1,-1,30488,30900,30480,31124,29333,30177,1600,1500,1100,1053,1320,967,-488,-900,-480,-1124,667,-177,174962,1
80000,2,2,3,2,2,2,2,-1,-1,78610,80666,82713,80838,49575,48354,3900,4000,0,1920,1800,1800,1390,-666,-2713,-838,30425,31646,407336,1
60000,1,2,1,-1,-1,-1,-2,-2,-2,10908,13331,0,0,0,0,8331,0,0,0,0,3860,49092,46669,60000,60000,60000,60000,12048,0
360000,4,1,2,-1,-1,-1,-1,-1,-1,275178,280535,82455,83359,85171,87046,7500,3500,2500,2500,2600,3000,84822,79465,277545,276641,274829,272954,872144,0
360000,1,2,1,-1,2,-1,-1,-1,-1,1809,400,2420,2540,0,346,0,2420,2540,0,346,604,358191,359600,357580,357460,360000,359654,1605,0
30000,2,4,1,-1,-1,-1,2,-1,-1,10805,10527,12443,11949,12107,12907,1184,2100,0,500,1000,0,19195,19473,17557,18051,17893,17093,65954,0
190000,3,1,4,-1,-1,-1,2,-1,-1,106410,108770,115325,112063,114484,121179,5491,9800,0,4300,8700,4500,83590,81230,74675,77937,75516,68821,645440,0
130000,2,2,3,-1,-1,-1,-1,-1,2,128671,129901,127658,127362,128726,129081,7000,4710,4500,9400,3600,5500,1329,99,2342,2638,1274,919,736689,0
110000,1,4,2,-1,-1,-1,-1,-1,-1,110712,110988,98270,79402,80804,81024,4112,3648,2800,3100,3133,2800,-712,-988,11730,30598,29196,28976,541607,0
350000,2,2,3,-1,-1,-1,-1,-1,-1,13000,13576,15059,13000,25300,626,13576,15059,13000,25300,626,0,337000,336424,334941,337000,324700,349374,13000,0
50000,3,2,4,-1,-1,-1,-1,-1,-1,41140,41599,32533,23156,23782,24386,1500,1500,1000,1000,1000,1000,8860,8401,17467,26844,26218,25614,179596,0
130000,2,6,2,-1,-1,-1,-1,-1,-1,780,0,11836,7216,8826,390,0,11836,2000,2000,390,390,129220,130000,118164,122784,121174,129610,12432,0
50000,1,2,1,-1,2,2,2,2,-1,53746,51631,50880,51034,46154,42852,0,5160,1753,0,1508,5000,-3746,-1631,-880,-1034,3846,7148,282876,1
50000,2,2,1,-1,-1,-1,-1,-1,-1,27206,0,14805,14699,14999,497,0,14805,294,300,498,1003,22794,50000,35195,35301,35001,49503,55306,0
380000,2,4,2,-1,-1,-1,-1,-1,-1,200932,190991,175028,162699,138158,135920,10000,10000,5849,4570,5447,120000,179068,189009,204972,217301,241842,244080,847862,0
260000,1,4,2,-1,-1,-1,-1,-1,-1,162241,137320,126479,110217,102703,84519,5045,8016,5000,4000,4014,3000,97759,122680,133521,149783,157297,175481,694404,0
140000,2,4,1,-2,-2,-2,-2,-2,-2,-176,-176,-176,-176,-176,-176,0,0,0,0,0,652,140176,140176,140176,140176,140176,140176,-1708,0
270000,1,4,2,-1,-1,-1,-1,-1,-1,3458,3833,9791,10532,6559,500,3833,9791,10532,6559,500,961,266542,266167,260209,259468,263441,269500,2497,0
30000,2,2,2,-1,-1,-1,-1,-1,-1,30147,28789,29885,30188,21647,22087,1554,1650,950,800,800,500,-147,1211,115,-188,8353,7913,156489,0
240000,1,2,2,1,-2,-2,-2,-2,-2,220,0,0,0,0,0,0,0,0,0,0,0,239780,240000,240000,240000,240000,240000,220,0
70000,3,2,2,-1,-1,-1,-1,-1,-1,65460,65721,45492,45482,46371,47603,2352,2030,1800,2000,2000,2000,4540,4279,24508,24518,23629,22397,303947,1
120000,1,1,4,2,2,2,-1,-1,2,38565,39997,39211,39917,42268,43192,2200,0,1500,3000,1600,1500,81435,80003,80789,80083,77732,76808,233350,1
160000,2,4,3,2,2,-1,-1,-1,-1,152630,95758,97251,98010,99669,101664,0,4385,3639,3762,3800,3897,7370,64242,62749,61990,60331,58336,625499,1
170000,3,2,2,-1,-1,-1,-1,-1,-1,396,5596,6953,16157,28856,4941,5596,6953,10000,15000,4941,22114,169604,164404,163047,153843,141144,165059,-1705,1
380000,1,4,2,-1,-1,-1,-1,-1,-1,331697,332339,322995,314161,327945,289814,15000,15000,20019,20000,9934,9330,48303,47661,57005,65839,52055,90186,1829668,0
160000,2,2,1,1,2,-1,-1,-1,-1,75628,72717,74651,70403,71890,73893,0,3211,2505,2612,3500,5000,84372,87283,85349,89597,88110,86107,422354,0
30000,2,2,2,2,3,2,2,2,3,27000,26286,26556,26818,29425,28662,0,1000,1000,3200,0,0,3000,3714,3444,3182,575,1338,159547,0
260000,1,2,3,-2,-2,-2,-2,-2,-2,2095,781,3985,942,-18,3739,785,4004,946,0,3757,6119,257905,259219,256015,259058,260018,256261,-4087,0
70000,2,2,3,2,2,2,3,3,2,34751,37683,40265,42306,41352,44342,3500,3500,3000,0,4000,2000,35249,32317,29735,27694,28648,25658,224699,1
240000,2,1,2,-1,-1,-1,-1,-1,-1,5357,4397,11204,3403,2223,1761,4437,11237,4293,2229,1766,591,234643,235603,228796,236597,237777,238239,3792,0
170000,2,2,3,-1,-1,-1,-1,-1,-1,20699,11614,11487,14716,8172,8244,11614,11487,14743,8172,8244,13733,149301,158386,158513,155284,161828,161756,6939,0
30000,2,1,2,1,4,3,2,2,2,28083,27371,26645,25919,27535,28197,0,0,0,2038,1268,0,1917,2629,3355,4081,2465,1803,160444,0
90000,3,2,2,-1,-1,-1,-1,-1,-2,87182,82741,68883,265,-613,-613,3045,1497,265,0,0,31000,2818,7259,21117,89735,90613,90613,202038,0
250000,2,2,1,2,-1,-1,-1,-1,-1,28681,30615,33726,36823,34829,23994,3000,4000,4000,5000,4000,2000,221319,219385,216274,213177,215171,226006,166668,0
270000,2,4,1,-1,-1,-1,-1,-1,-1,23579,24613,25617,25434,25966,26486,1419,1423,910,942,951,1000,246421,245387,244383,244566,244034,243514,145050,0
130000,2,4,1,-2,-2,-2,-2,-2,-2,986,-14,4388,0,0,1109,0,4402,0,0,1109,4200,129014,130014,125612,130000,130000,128891,-3242,1
360000,1,1,3,-1,2,-1,-1,-1,-1,20310,6588,11627,35765,9681,3002,34,12085,41879,10053,4016,505,339690,353412,348373,324235,350319,356998,18401,0
490000,1,1,2,-1,-1,-1,-1,-1,-1,23396,19454,17195,15691,14466,13908,1207,1107,507,1507,1500,3615,466604,470546,472805,474309,475534,476092,94667,0
110000,2,2,2,-1,-1,-1,-1,-1,-1,79126,76304,77783,79323,80563,78669,2782,2761,2770,2900,3000,2568,30874,33696,32217,30677,29437,31331,454987,0
100000,2,2,1,-2,-2,-2,-2,-2,-2,33628,35760,0,33333,0,0,36066,156,33333,0,0,0,66372,64240,100000,66667,100000,100000,33166,0
200000,3,1,1,-1,-1,-1,-1,-1,-2,1793,5189,8627,1530,-200,-200,5191,9003,1530,0,0,980,198207,194811,191373,198470,200200,200200,35,0
50000,2,4,1,-1,-1,-1,-1,-1,-1,51261,51493,50136,20287,20281,20027,2600,2000,730,800,900,750,-1261,-1493,-136,29713,29719,29973,205705,0
220000,2,2,2,-1,-1,-1,-2,-2,-2,2501,2071,0,0,0,0,1000,0,0,0,0,0,217499,217929,220000,220000,220000,220000,3572,0
360000,3,2,3,2,-1,-1,-1,-1,-1,218,7022,9744,89215,98256,99145,7022,3001,80000,10500,5000,10000,359782,352978,350256,270785,261744,260855,188077,0
20000,2,2,4,-1,-1,-2,-2,-2,-2,10400,0,0,0,0,0,0,0,2000,0,0,0,9600,20000,20000,20000,20000,20000,8400,0
70000,2,2,3,-1,-1,-1,-1,-1,-1,79867,79593,29340,28026,28605,28705,2163,2000,2000,1000,5000,322,-9867,-9593,40660,41974,41395,41295,261651,0
180000,2,4,1,-1,-1,-1,-1,-1,-1,122024,123228,120339,122743,124893,126390,4500,4300,4200,4487,4087,3700,57976,56772,59661,57257,55107,53610,714343,0
50000,2,2,2,-1,-1,-1,-1,2,2,48934,25276,18588,19994,20258,19783,1602,1320,1718,729,0,397,1066,24724,31412,30006,29742,30217,147067,0
140000,1,4,1,-1,-1,-1,-1,-1,-1,5845,10322,12830,13317,14936,18504,10322,5000,1000,2000,4000,4000,134155,129678,127170,126683,125064,121496,49432,0
220000,2,1,3,-2,-2,-2,-2,-2,-2,7625,8325,1497,0,0,7625,8334,1497,0,0,7625,2226,212375,211675,218503,220000,220000,212375,5390,0
150000,2,4,4,-1,-1,-1,-1,-1,-2,7890,8958,780,7500,0,0,8958,780,7500,0,0,0,142110,141042,149220,142500,150000,150000,7890,0
30000,2,2,2,-1,-1,-1,-1,-1,-1,29574,26663,27731,56359,28847,13030,28000,2336,2000,2546,1000,0,426,3337,2269,-26359,1153,16970,146322,0
300000,2,2,2,-1,-1,-1,-1,-2,-2,170379,142384,72350,0,0,0,6600,3750,0,0,0,0,129621,157616,227650,300000,300000,300000,374763,0
420000,1,1,2,-1,2,-1,-1,-1,-1,860,430,2010,6058,160,580,0,2010,6058,160,1000,430,419140,419570,417990,413942,419840,419420,440,0
80000,2,4,2,-1,-1,-1,2,-1,-1,35738,37108,41012,40052,41110,42071,1946,4850,0,1700,1800,1800,44262,42892,38988,39948,38890,37929,224995,0
100000,3,4,3,1,-1,2,2,-1,-1,0,203,203,0,7856,16544,203,0,0,7856,10000,865,100000,99797,99797,100000,92144,83456,5882,0
120000,2,4,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,997,120000,120000,120000,120000,120000,120000,-997,1
230000,1,4,2,-1,-1,-1,-1,-1,-1,25195,28652,32838,35511,26828,19887,10000,15000,6120,10000,6000,4000,204805,201348,197162,194489,203172,210113,117791,0
200000,2,2,1,-1,-1,-1,-1,-1,-1,2816,316,632,316,316,316,316,632,0,316,316,316,197184,199684,199368,199684,199684,199684,2816,0
200000,1,2,1,-1,-1,-1,-1,-1,-1,389,389,1167,778,389,389,390,1168,1,1,390,778,199611,199611,198833,199222,199611,199611,773,0
230000,3,1,2,-1,-1,-1,-1,-1,-1,105105,51584,44005,35161,24985,25176,2068,1894,1466,1018,1136,503,124895,178416,185995,194839,205015,204824,277931,0
200000,2,2,1,-1,-1,-1,-2,-2,-2,131791,17666,0,0,0,0,2000,0,0,0,0,0,68209,182334,200000,200000,200000,200000,147457,0
50000,3,1,5,1,2,2,2,2,2,11763,11283,13288,12780,13522,13155,0,2200,0,1100,0,1200,38237,38717,36712,37220,36478,36845,71291,1
220000,1,1,2,-1,-1,-1,-1,-1,-1,16783,4861,2267,1350,925,11597,4880,2267,1350,0,11597,178577,203217,215139,217733,218650,219075,208403,-160888,0
90000,3,2,1,2,2,2,2,-1,-1,90221,91898,91334,59253,58519,58443,4000,2090,0,2078,2900,2000,-221,-1898,-1334,30747,31481,31557,436600,1
500000,2,2,2,-1,-1,-1,-1,-1,-1,207237,224007,275615,220088,216482,136086,20001,30168,6022,6375,5005,5000,292763,275993,224385,279912,283518,363914,1206944,0
130000,1,4,1,-1,-1,-2,-2,-2,-2,2139,0,0,0,0,0,0,0,0,0,0,0,127861,130000,130000,130000,130000,130000,2139,0
210000,2,1,2,-1,-1,-1,-1,-1,-1,85327,85263,48645,50826,52346,53819,2500,3000,3000,2500,2500,2000,124673,124737,161355,159174,157654,156181,360726,0
200000,1,4,2,-1,-1,-1,-1,-1,-1,1674,7398,6867,7477,7232,6442,7398,1000,1000,145,276,780,198326,192602,193133,192523,192768,193558,26491,0
20000,1,2,1,2,2,2,2,2,2,1891,5680,5441,6346,6099,7235,4000,0,1000,0,1237,1000,18109,14320,14559,13654,13901,12765,25455,1
410000,1,2,2,2,2,2,-1,-1,-1,180922,184241,176857,175193,165929,114527,7670,2,5561,5432,4546,5191,229078,225759,233143,234807,244071,295473,969267,1
290000,1,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,290000,290000,290000,290000,290000,290000,0,0
270000,2,4,1,-1,-1,-1,-1,-1,-1,84188,82668,74901,72785,71836,55234,5000,3200,3000,5000,5234,3000,185812,187332,195099,197215,198164,214766,417178,0
90000,1,4,1,-1,-1,-1,-1,-1,-1,14421,18846,22509,24129,24815,27725,5000,4000,2000,1075,3500,3000,75579,71154,67491,65871,65185,62275,113870,1
30000,1,4,1,-1,-1,-1,-1,-1,-1,26135,27407,29002,26806,25948,22162,2000,2500,1500,1000,2000,3000,3865,2593,998,3194,4052,7838,145460,0
360000,1,4,1,-1,-1,-1,-1,-1,-1,26349,1245,2043,265,265,5862,4045,2043,265,265,5862,1907,333651,358755,357957,359735,359735,354138,21642,0
240000,1,1,2,-1,-1,-1,-1,-1,-1,240770,243509,228735,198585,202762,202932,9000,8009,7100,7324,7200,7074,-770,-3509,11265,41415,37238,37068,1271586,0
180000,2,4,1,-1,-1,-1,-1,-1,-1,180636,157396,160925,132312,80984,42562,20000,20000,10130,3000,4000,84000,-636,22604,19075,47688,99016,137438,613685,0
50000,2,2,1,-2,-2,-2,-2,-2,-2,900,0,0,0,0,0,0,0,0,0,0,0,49100,50000,50000,50000,50000,50000,900,0
50000,2,4,3,-1,-1,-1,-1,-1,-1,50883,51117,51125,50497,50544,50555,2200,5300,2000,2000,2000,2000,-883,-1117,-1125,-497,-544,-555,289221,1
100000,2,2,2,-1,-1,-1,-1,-1,-1,83312,58651,37913,38582,39408,40593,2900,2000,1600,1600,2000,1700,16688,41349,62087,61418,60592,59407,286659,0
50000,2,2,2,-1,-1,-1,-1,-1,-1,47378,48333,48638,49207,49599,50594,2105,1800,1735,1938,1960,2000,2622,1667,1362,793,401,-594,282211,0
360000,1,1,3,-1,-1,-1,-1,-1,-1,167922,159433,126114,18258,6989,7691,6206,10030,1061,1011,3016,189853,192078,200567,233886,341742,353011,352309,275230,0
550000,4,4,4,-2,-2,-2,-2,-2,-2,277376,266532,256321,19753,464,8199,6001,6016,19753,464,8199,0,272624,283468,293679,530247,549536,541801,788212,0
260000,2,2,2,2,-1,-1,2,2,2,136007,139215,146127,143637,154531,147016,5400,9500,0,12766,0,0,123993,120785,113873,116363,105469,112984,838867,1
500000,1,2,2,-2,-2,-1,2,2,-2,0,0,3500,3500,0,0,0,3500,0,0,0,0,500000,500000,496500,496500,500000,500000,3500,1
130000,1,2,1,-1,-1,-2,-2,-2,-2,1960,0,0,0,0,0,0,0,0,0,0,0,128040,130000,130000,130000,130000,130000,1960,0
30000,2,2,2,-1,-1,-1,-1,-1,-1,28708,28285,26702,20115,18426,18013,1514,1278,671,870,879,0,1292,1715,3298,9885,11574,11987,135037,0
160000,1,4,3,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,160000,160000,160000,160000,160000,160000,0,0
420000,2,2,3,-2,-2,-2,-2,-2,-1,3976,2892,2890,3391,2409,4270,2916,7898,3401,2416,4281,3785,416024,417108,417110,416609,417591,415730,-4869,1
50000,3,2,1,2,2,2,2,2,2,40189,43434,44316,45189,46214,48904,3900,1900,1900,1900,3600,0,9811,6566,5684,4811,3786,1096,255046,0
30000,1,4,2,1,2,-1,-1,-1,-1,25747,25048,26060,26578,27133,27783,0,1433,951,983,1099,750,4253,4952,3940,3422,2867,2217,153133,1
50000,2,4,2,-1,-1,2,-1,-1,-1,40253,40757,33922,30097,29013,28167,5806,6,1000,1000,1200,1100,9747,9243,16078,19903,20987,21833,192097,0
160000,1,2,2,1,-1,2,2,-2,-2,-5,776,186,0,0,0,781,0,0,0,0,0,160005,159224,159814,160000,160000,160000,176,1
120000,2,4,1,3,3,2,2,3,2,12034,12548,12056,13958,13468,6144,1000,0,2400,100,0,57258,107966,107452,107944,106042,106532,113856,9450,0
50000,1,4,1,-1,-1,-1,-1,-1,-1,46471,43507,44016,43396,41470,48676,1807,2016,1796,1570,10000,1778,3529,6493,5984,6604,8530,1324,248569,0
130000,2,2,3,-1,-1,-1,-2,-2,-2,130888,133400,0,0,0,0,6000,0,0,0,0,0,-888,-3400,130000,130000,130000,130000,258288,0
150000,1,2,3,2,-1,-1,-1,-1,-1,143896,147475,75423,70034,44311,20056,6482,3440,2046,4311,5056,1169,6104,2525,74577,79966,105689,129944,478691,1
450000,1,1,3,-1,2,-1,-1,-1,-1,5514,1509,949,575,3489,0,0,949,575,4929,0,0,444486,448491,449051,449425,446511,450000,5583,1
150000,1,1,1,-1,-1,-1,-1,-1,-2,46745,20853,90787,11232,0,0,20995,91269,56,0,0,0,103255,129147,59213,138768,150000,150000,57297,0
90000,2,4,4,-1,-1,-1,-2,-2,-1,30045,30000,0,0,0,439,1000,0,0,0,439,20959,59955,60000,90000,90000,90000,89561,38086,0
130000,1,2,1,-1,-1,-1,-1,-1,-2,92174,93991,54735,31682,0,0,4086,2635,1700,0,0,0,37826,36009,75265,98318,130000,130000,264161,0
130000,2,2,2,-1,-1,-1,-1,-1,2,131801,129141,132221,131743,131986,131430,4800,5250,5050,5700,5100,5012,-1801,859,-2221,-1743,-1986,-1430,757410,0
390000,2,2,3,-2,-1,-1,-1,-1,-1,3983,25146,197534,179690,170173,164339,25146,185059,9137,6513,5058,6000,386017,364854,192466,210310,219827,225661,503952,0
200000,2,2,1,2,2,4,4,4,4,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,197500,197500,197500,197500,197500,197500,15000,1
300000,2,2,4,-1,-1,-1,-1,-1,-1,23436,22055,18497,8426,11291,14449,1350,2008,301,3000,5000,5000,276564,277945,281503,291574,288709,285551,81495,0
140000,2,2,3,-1,-1,-1,-1,-1,-1,19080,18807,18624,19652,23477,22330,4344,4548,3760,5854,3039,3866,120920,121193,121376,120348,116523,117670,96559,0
200000,1,4,2,-1,-1,-1,-1,-1,-1,909,2708,3514,2297,928,0,2711,3514,2297,928,0,2308,199091,197292,196486,197703,199072,200000,-1402,0
30000,2,2,2,-1,-1,-1,-1,-1,-1,27020,27985,28782,24082,17060,0,1703,1500,1000,1000,0,0,2980,2015,1218,5918,12940,30000,119726,0
30000,3,2,1,2,2,2,-1,-1,-2,28470,31407,30200,30000,0,0,3407,0,0,0,0,0,1530,-1407,-200,0,30000,30000,116670,0
160000,1,4,2,-1,-1,-1,-1,-1,-1,153002,157427,158160,156314,145663,113486,7812,6700,5000,5049,3825,3570,6998,2573,1840,3686,14337,46514,852096,0
210000,2,4,2,-1,-1,-1,-1,-1,-1,31090,58054,44624,43339,44245,45125,28008,15000,1552,1605,1615,1698,178910,151946,165376,166661,165755,164875,216999,0
310000,2,4,4,-2,-2,-2,-2,-2,-2,107,0,0,235,0,0,0,0,235,0,0,584,309893,310000,310000,309765,310000,310000,-477,0
400000,2,2,2,-1,-1,-2,-2,-2,-2,9940,0,11451,101,551,19982,0,11451,104,600,20015,0,390060,400000,388549,399899,399449,380018,9855,0
50000,3,2,2,2,2,2,2,-1,-1,49873,50796,49727,21826,10208,10100,2200,568,0,516,400,300,127,-796,273,28174,39792,39900,188546,1
80000,2,1,2,-1,-1,-1,-1,-1,-1,28496,16984,1155,-144,57245,49947,1000,1155,0,59000,2061,1390,51504,63016,78845,80144,22755,30053,89077,0
340000,1,4,2,-1,-1,-1,-1,-1,-1,592,7102,7796,1653,6185,415,7102,7796,1653,6185,415,2247,339408,332898,332204,338347,333815,339585,-1655,0
140000,1,2,1,-2,-1,-1,-1,-1,-1,25001,138430,135573,98172,93677,95276,141472,8000,5075,4000,4000,5000,114999,1570,4427,41828,46323,44724,418582,0
380000,1,1,2,2,-1,-1,-1,-1,-1,127449,130506,132838,136616,140240,143914,6600,6000,6000,6000,6000,6005,252551,249494,247162,243384,239760,236086,774958,1
50000,2,2,2,1,2,2,-1,-1,2,51046,52337,51170,51526,50524,48510,2400,0,3000,6000,0,2000,-1046,-2337,-1170,-1526,-524,1490,291713,1
10000,2,2,2,-1,-1,-1,-1,-1,-1,7026,8106,9363,9559,9855,10042,1200,1400,500,600,500,200,2974,1894,637,441,145,-42,49551,0
30000,2,4,1,-1,-1,-2,-1,-1,-1,5688,-378,-378,920,5448,0,0,0,1298,5448,0,10000,24312,30378,30378,29080,24552,30000,-5446,0
360000,1,2,4,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,360000,360000,360000,360000,360000,360000,0,1
150000,2,2,3,-1,-1,-1,-1,-1,2,316,316,316,0,782,316,316,316,0,1098,0,0,149684,149684,149684,150000,149218,149684,316,0
50000,1,2,1,-1,-1,2,2,-1,-1,15336,18681,19463,16894,17667,19211,3600,1400,0,1200,2000,1000,34664,31319,30537,33106,32333,30789,98052,0
120000,2,3,3,-1,-1,-1,-1,-1,-1,3135,4422,5540,6442,7182,8057,1500,1200,1000,1000,1000,1000,116865,115578,114460,113558,112818,111943,28078,0
250000,1,4,2,-2,-2,-2,-2,-2,-2,661,661,268,0,0,0,0,268,0,0,0,0,249339,249339,249732,250000,250000,250000,1322,0
20000,1,2,1,-1,-1,-1,-1,-1,-1,13359,14438,15461,16200,16936,17273,1300,1270,1000,1000,619,800,6641,5562,4539,3800,3064,2727,87678,1
30000,1,2,2,-1,-1,2,2,-1,-1,15199,17728,19129,18527,18758,19285,3100,2000,0,679,837,721,14801,12272,10871,11473,11242,10715,101289,1
260000,1,2,1,-1,-1,-1,-1,-1,-1,158711,129796,101721,76699,56738,39134,30000,4132,3410,2600,1800,1200,101289,130204,158279,183301,203262,220866,519657,0
250000,1,4,2,-1,-1,-1,-1,-1,-1,21550,23932,37329,26339,4836,9655,3500,15054,7885,4836,9655,5000,228450,226068,212671,223661,245164,240345,77711,0
260000,2,2,3,-1,-1,-1,-1,-1,-1,2699,3543,500,3540,2957,917,3543,505,3540,2957,917,0,257301,256457,259500,256460,257043,259083,2694,0
150000,2,2,2,-1,-1,-1,-1,-1,-1,128278,131715,133625,49019,44801,39742,7000,6000,1800,1600,2000,1700,21722,18285,16375,100981,105199,110258,507080,0
160000,2,4,2,-1,-1,-1,-1,-1,-1,11859,0,11354,13012,17388,24140,0,11354,2000,6000,13000,11000,148141,160000,148646,146988,142612,135860,34399,0
80000,2,2,2,-1,-1,-1,-2,-2,-2,79813,82150,0,0,0,0,3750,0,0,0,0,0,187,-2150,80000,80000,80000,80000,158213,0
500000,1,4,2,1,-2,-2,-2,-2,-2,27794,29712,65437,30368,6265,44196,30199,70403,30455,36,45225,35217,472206,470288,434563,469632,493735,455804,-7763,0
110000,2,4,1,1,2,2,2,2,2,21068,16412,16809,8682,8861,8623,1102,1000,0,602,0,1000,88932,93588,93191,101318,101139,101377,76751,0
